date,temp_max,temp_min,temp_mean,precipitation,wind_speed_max,humidity_mean,pressure_mean
2011-07-09,31.455720847503848,21.455720847503848,26.455720847503848,2.5679564375774437,18.289299958780482,,
2011-07-10,31.82977756583557,21.82977756583557,26.82977756583557,5.157166082401031,13.204562984513034,,
2011-07-11,30.47961758233268,20.47961758233268,25.47961758233268,0.0,14.507341913827734,,
2011-07-12,31.684404329196575,21.684404329196575,26.684404329196575,0.0,18.46811114835542,,
2011-07-13,32.75700187827249,22.757001878272487,27.757001878272487,0.0,11.29452855204217,,
2011-07-14,30.03874477820606,20.03874477820606,25.03874477820606,0.0,19.819882929111248,,
2011-07-15,28.915169778107284,18.915169778107284,23.915169778107284,0.0,8.262018240201932,,
2011-07-16,29.845002800950546,19.845002800950546,24.845002800950546,2.165559965263081,16.532754839694125,,
2011-07-17,29.96303134006706,19.96303134006706,24.96303134006706,1.0519242868356316,14.545505013386963,,
2011-07-18,30.404759430535975,20.404759430535975,25.404759430535975,0.0,19.136708982119895,,
2011-07-19,29.70998960017976,19.70998960017976,24.70998960017976,0.0,8.128130190680075,,
2011-07-20,31.30182641582855,21.30182641582855,26.30182641582855,0.09190036787739786,7.346044386043944,,
2011-07-21,32.293164160306375,22.293164160306375,27.293164160306375,5.178438035123843,18.750221929305685,,
2011-07-22,32.131700425778774,22.131700425778778,27.131700425778778,0.0,13.045389292254063,,
2011-07-23,33.29057624235812,23.29057624235812,28.29057624235812,0.0,14.545989481158973,,
2011-07-24,33.30829384476144,23.308293844761433,28.308293844761433,0.0,11.70125419545431,,
2011-07-25,31.726452255482897,21.726452255482897,26.726452255482897,0.0,19.564051899136185,,
2011-07-26,32.0904693973146,22.0904693973146,27.0904693973146,0.0,16.496081052050194,,
2011-07-27,30.749512489550305,20.749512489550305,25.749512489550305,0.0,16.203320440285218,,
2011-07-28,32.01277086040491,22.01277086040491,27.01277086040491,0.0,9.151897659125693,,
2011-07-29,31.779867407512604,21.779867407512604,26.779867407512604,0.0,17.50752776602201,,
2011-07-30,31.451517735277505,21.451517735277505,26.451517735277505,0.0,10.038935406212603,,
2011-07-31,30.622739185336307,20.622739185336307,25.622739185336307,0.0,11.707234861593626,,
2011-08-01,32.3228475285478,22.322847528547797,27.322847528547797,0.8877114646391651,8.173261676074247,,
2011-08-02,31.856269240748475,21.856269240748475,26.856269240748475,3.9644791611079184,14.217292627077942,,
2011-08-03,31.196681110103615,21.196681110103615,26.196681110103615,2.1522564587824187,20.32236630033655,,
2011-08-04,30.821722355197398,20.821722355197398,25.821722355197398,0.9438344257417854,16.1334749458159,,
2011-08-05,31.615648837099137,21.615648837099137,26.615648837099137,1.9551853208882037,12.790895467517483,,
2011-08-06,31.96597353259348,21.96597353259348,26.96597353259348,0.0,15.545731590505943,,
2011-08-07,32.262510890743116,22.262510890743116,27.262510890743116,0.0,15.518069860671085,,
2011-08-08,32.4861080454572,22.486108045457197,27.486108045457197,0.0,15.330343419632461,,
2011-08-09,34.68968570749938,24.689685707499375,29.689685707499375,0.0,15.886672151299116,,
2011-08-10,33.16833722397447,23.16833722397447,28.16833722397447,0.0,9.800028230274869,,
2011-08-11,31.969978709561477,21.969978709561477,26.969978709561477,0.0,15.532691800151055,,
2011-08-12,30.762628715438744,20.762628715438744,25.762628715438744,1.596013075583637,6.223758153498055,,
2011-08-13,31.626283522917316,21.626283522917316,26.626283522917316,0.10890470318868992,17.878118042019892,,
2011-08-14,32.83929285474465,22.83929285474465,27.83929285474465,0.4455107937960174,9.486254040448099,,
2011-08-15,32.189519622014345,22.18951962201435,27.18951962201435,0.0,20.88798915079458,,
2011-08-16,30.85561806709523,20.85561806709523,25.85561806709523,3.3022629790559432,2.7738186816909796,,
2011-08-17,29.93285667082271,19.93285667082271,24.93285667082271,0.7897856496766031,23.37212471263357,,
2011-08-18,31.04894304394644,21.04894304394644,26.04894304394644,0.0,6.803896616110427,,
2011-08-19,31.93310126701414,21.93310126701414,26.93310126701414,0.0,9.000326854314341,,
2011-08-20,32.303372251931194,22.30337225193119,27.30337225193119,0.0,16.495285189705005,,
2011-08-21,31.103423814500832,21.103423814500832,26.103423814500832,0.0,18.0935749221229,,
2011-08-22,31.331704906867202,21.331704906867202,26.331704906867202,0.0,13.583072867419746,,
2011-08-23,31.34375458673287,21.34375458673287,26.34375458673287,0.0,19.463030261289358,,
2011-08-24,31.465202724909005,21.465202724909005,26.465202724909005,1.7109282891697735,11.017228736219701,,
2011-08-25,32.32390392015035,22.32390392015035,27.32390392015035,0.0,13.001540266089794,,
2011-08-26,32.13778626776413,22.137786267764128,27.137786267764128,0.0,13.489610287588144,,
2011-08-27,32.54387192162819,22.543871921628188,27.543871921628188,0.9020313258707116,12.30802070910875,,
2011-08-28,32.084314851023194,22.084314851023198,27.084314851023198,0.0,5.3291071280438835,,
2011-08-29,32.01805865421385,22.018058654213853,27.018058654213853,0.0,14.87666466745753,,
2011-08-30,32.37167134204173,22.37167134204173,27.37167134204173,0.0,14.424964231486342,,
2011-08-31,30.102264016985135,20.102264016985135,25.102264016985135,0.0,20.390913818551688,,
2011-09-01,29.86766747410687,19.86766747410687,24.86766747410687,0.0,8.570277921480528,,
2011-09-02,29.51142889418684,19.51142889418684,24.51142889418684,0.6842791483919854,11.802963379651544,,
2011-09-03,29.0484933544007,19.0484933544007,24.0484933544007,0.13529533122141052,21.017456127617727,,
2011-09-04,29.14937922743781,19.14937922743781,24.14937922743781,0.0,16.46644430642176,,
2011-09-05,31.332381399006675,21.332381399006675,26.332381399006675,0.0,17.74689843078186,,
2011-09-06,30.015665010911682,20.015665010911682,25.015665010911682,0.0,17.267168116697658,,
2011-09-07,31.2828346450742,21.2828346450742,26.2828346450742,0.0,17.28935823717277,,
2011-09-08,28.976249685218445,18.976249685218445,23.976249685218445,0.0,24.105249974238408,,
2011-09-09,28.966833875002564,18.966833875002564,23.966833875002564,0.1147353658822382,15.457703289901586,,
2011-09-10,29.544862083552243,19.544862083552243,24.544862083552243,0.8786396479101016,9.943283615786306,,
2011-09-11,30.44494381319173,20.44494381319173,25.44494381319173,0.0,18.193987431139455,,
2011-09-12,31.21215404723742,21.21215404723742,26.21215404723742,0.0,12.16724162886446,,
2011-09-13,31.83474678689952,21.83474678689952,26.83474678689952,3.9059232501389816,14.450315117908545,,
2011-09-14,30.886932435906033,20.886932435906033,25.886932435906033,0.0,16.850905008778593,,
2011-09-15,30.0738284258089,20.0738284258089,25.0738284258089,0.0,10.893228423905724,,
2011-09-16,31.075631457789097,21.075631457789097,26.075631457789097,3.351001540936823,12.44852626090116,,
2011-09-17,30.50420846381083,20.50420846381083,25.50420846381083,0.0,17.379242855352057,,
2011-09-18,28.789277610868915,18.789277610868915,23.789277610868915,0.0,12.256775143954641,,
2011-09-19,27.745905143044318,17.745905143044318,22.745905143044318,0.0,19.866926579951787,,
2011-09-20,27.25822716782916,17.25822716782916,22.25822716782916,0.0,10.069212010686842,,
2011-09-21,28.602753819434987,18.602753819434987,23.602753819434987,0.0,10.052378117942158,,
2011-09-22,29.104094976704687,19.104094976704687,24.104094976704687,1.6823726029842914,24.53027932877661,,
2011-09-23,30.098452937528897,20.098452937528897,25.098452937528897,0.0,7.348867792035238,,
2011-09-24,29.438862834684528,19.438862834684528,24.438862834684528,0.0,14.86641735500855,,
2011-09-25,29.66564705647592,19.66564705647592,24.66564705647592,0.0,24.257419237814503,,
2011-09-26,30.370309184934364,20.370309184934364,25.370309184934364,0.0,14.857042760503639,,
2011-09-27,29.727010829904753,19.727010829904753,24.727010829904753,2.7584797060821766,21.733853345319993,,
2011-09-28,30.181325066809638,20.181325066809638,25.181325066809638,0.0,18.262374322025074,,
2011-09-29,29.386726489502713,18.89747232047936,24.142099404991036,1.7940660585501362,14.963990578825992,,
2011-09-30,28.758406956626082,18.758406956626082,23.758406956626082,0.42256941742270715,14.346773692685629,,
2011-10-01,28.452448005693057,18.452448005693057,23.452448005693057,0.0,4.403412929286281,,
2011-10-02,27.246333301255397,17.246333301255397,22.246333301255397,0.0,13.404441700573189,,
2011-10-03,28.40634271126008,18.40634271126008,23.40634271126008,0.0,16.16109252915597,,
2011-10-04,28.055555616725478,18.055555616725478,23.055555616725478,0.0,16.158314548462876,,
2011-10-05,28.373081938424978,18.373081938424978,23.373081938424978,0.8303892908394109,27.32929378576948,,
