date,temp_max,temp_min,temp_mean,precipitation,wind_speed_max,year,month,day,day_of_year,day_of_week,time_index,doy_sin,doy_cos,temp_lag_1,temp_lag_2,temp_lag_3,temp_lag_7,temp_lag_14,temp_roll_mean_7,temp_roll_std_7,temp_roll_mean_14,temp_roll_std_14,temp_roll_mean_30,temp_roll_std_30
2011-07-23,33.29057624235812,23.29057624235812,28.29057624235812,0.0,14.545989481158973,2011,7,23,204,5,14,-0.3594718130884232,-0.9331559438780432,27.131700425778774,27.29316416030637,26.30182641582855,24.845002800950542,26.455720847503848,25.807067739092435,1.0963058638053347,25.91499363807868,1.1557121628305156,25.91499363807868,1.1557121628305156
2011-07-24,33.30829384476144,23.308293844761437,28.308293844761437,0.0,11.70125419545431,2011,7,24,205,6,15,-0.3754703786876202,-0.9268343944460494,28.29057624235812,27.131700425778774,27.29316416030637,24.96303134006706,26.82977756583557,26.29929251643637,1.3390026265007697,26.046054737711128,1.3148339021194122,26.07336581169731,1.2714132848412598
2011-07-25,31.726452255482897,21.726452255482897,26.726452255482897,0.0,19.564051899136185,2011,7,25,206,0,16,-0.3913578365610259,-0.9202385798054075,28.308293844761437,28.29057624235812,27.131700425778774,25.40475943053597,25.47961758233268,26.77718715996414,1.3789716927362954,26.15166304334869,1.4363845419123769,26.21304881376382,1.3494099013545806
2011-07-26,32.0904693973146,22.0904693973146,27.0904693973146,0.0,16.496081052050194,2011,7,26,207,1,17,-0.4071294853542516,-0.9133704517637858,26.726452255482897,28.308293844761437,28.29057624235812,24.70998960017976,26.68440432919657,26.966000420670845,1.2435728501852035,26.24072266285942,1.4301506670039206,26.24324901621788,1.3124805816229042
2011-07-27,30.749512489550305,20.749512489550305,25.749512489550305,0.0,16.203320440285218,2011,7,27,208,2,18,-0.4227806579826773,-0.9062320427107697,27.0904693973146,26.726452255482897,28.308293844761437,26.30182641582855,27.757001878272487,27.30606896311868,0.7522435345177166,26.269727310582137,1.4438927195321447,26.2903168151677,1.2888569949828816
2011-07-28,32.01277086040491,22.01277086040491,27.01277086040491,0.0,9.151897659125693,2011,7,28,209,3,19,-0.4383067230125192,-0.898825465016444,25.749512489550305,27.0904693973146,26.726452255482897,27.29316416030637,25.03874477820606,27.22716697365036,0.8912545750576985,26.126335211387694,1.383238121624438,26.261853429608887,1.2586736009332233
2011-07-29,31.779867407512604,21.779867407512604,26.779867407512604,0.0,17.50752776602201,2011,7,29,210,4,20,-0.45370308603134424,-0.8911529104063088,27.01277086040491,25.749512489550305,27.0904693973146,27.131700425778774,23.915169778107284,27.18711078795015,0.8940904954203434,26.267337074401897,1.3643283489510096,26.29939930114869,1.2365561120098911
2011-07-30,31.451517735277505,21.451517735277505,26.451517735277505,0.0,10.038935406212603,2011,7,30,211,5,21,-0.46896519100763184,-0.8832166493127127,26.779867407512604,27.01277086040491,25.749512489550305,28.29057624235812,24.845002800950542,27.136848928197843,0.9075130820783318,26.471958333645137,1.187819990411933,26.322278734785066,1.2097976299346582
2011-07-31,30.622739185336307,20.622739185336307,25.622739185336307,0.0,11.707234861593626,2011,7,31,212,6,22,-0.48408852163897587,-0.8750190302029955,26.451517735277505,26.779867407512604,27.01277086040491,28.308293844761437,24.96303134006706,26.87412628432918,0.7742641431493307,26.586709400382777,1.0923156945520258,26.328153234807452,1.1809630777795062
2011-08-01,32.3228475285478,22.3228475285478,27.3228475285478,0.8877114646391651,8.173261676074247,2011,8,1,213,0,23,-0.4990686026885319,-0.8665624788845385,25.622739185336307,26.451517735277505,26.779867407512604,26.726452255482897,25.40475943053597,26.49047561869702,0.5881791149599136,26.633831389330584,1.0292946756617574,26.297483058743488,1.1631486151575297
2011-08-02,31.856269240748475,21.856269240748475,26.856269240748475,3.9644791611079184,14.217292627077942,2011,8,2,214,1,24,-0.5139010013093103,-0.8578494977869301,27.3228475285478,25.622739185336307,26.451517735277505,27.0904693973146,24.70998960017976,26.575674943420577,0.6660922829354028,26.77083768204571,0.9795663523405227,26.340206578318668,1.1566760573463915
2011-08-03,31.19668111010361,21.19668111010361,26.19668111010361,2.1522564587824187,20.32236630033655,2011,8,3,215,2,25,-0.5285813283559292,-0.8488826652214553,26.856269240748475,27.3228475285478,25.622739185336307,25.749512489550305,26.30182641582855,26.542217778196846,0.6413472451171067,26.92414337065776,0.7798086529957075,26.360849084815857,1.1370164976517676
2011-08-04,30.8217223551974,20.8217223551974,25.8217223551974,0.9438344257417854,16.1334749458159,2011,8,4,216,3,26,-0.5431052396834317,-0.8396646346181327,26.19668111010361,26.856269240748475,27.3228475285478,27.01277086040491,27.29316416030637,26.606099009704458,0.5672162969409006,26.916632991677407,0.7867388006535581,26.354534931942315,1.1145092359349358
2011-08-05,31.615648837099137,21.615648837099137,26.615648837099137,1.955185320888204,12.790895467517483,2011,8,5,217,4,27,-0.5574684374327892,-0.8301981337405212,25.8217223551974,26.19668111010361,26.856269240748475,26.779867407512604,27.131700425778774,26.435949223246244,0.6024414298299331,26.811530005598197,0.829682695570032,26.334801132803612,1.097666156165616
