date,temp_max,temp_min,temp_mean,precipitation,wind_speed_max,year,month,day,day_of_year,day_of_week,time_index,doy_sin,doy_cos,temp_lag_1,temp_lag_2,temp_lag_3,temp_lag_7,temp_lag_14,temp_roll_mean_7,temp_roll_std_7,temp_roll_mean_14,temp_roll_std_14,temp_roll_mean_30,temp_roll_std_30
2011-07-23,24.7811104297663,14.7811104297663,19.7811104297663,0.0,14.545989481158973,2011,7,23,204,5,14,-0.3594718130884232,-0.9331559438780432,18.626374986930774,18.790797006731413,17.80123458365164,16.33967736210254,17.896681977508976,17.304700760635328,1.0957750596138132,17.398152496750956,1.1498332096772415,17.398152496750956,1.1498332096772415
2011-07-24,24.79350679515822,14.79350679515822,19.79350679515822,0.0,11.70125419545431,2011,7,24,205,6,15,-0.3754703786876202,-0.9268343944460494,19.7811104297663,18.626374986930774,18.790797006731413,16.4606641864921,18.28193365934257,17.796334056015866,1.3362727701454078,17.53275452905505,1.3115997952860432,17.55701635895198,1.2673773803978055
2011-07-25,23.20516468024036,13.205164680240358,18.20516468024036,0.0,19.564051899136185,2011,7,25,206,0,16,-0.3913578365610259,-0.9202385798054075,19.79350679515822,19.7811104297663,18.626374986930774,16.904167598359066,16.94179913276941,18.272454428682455,1.3742634501273205,17.64072403875617,1.4344752438544832,17.69679701121487,1.3460239552129176
2011-07-26,23.561503931414915,13.561503931414917,18.561503931414915,0.0,16.496081052050194,2011,7,26,207,1,17,-0.4071294853542516,-0.9133704517637858,18.20516468024036,19.79350679515822,19.7811104297663,16.20998960017976,18.15543886329689,18.458311154665495,1.2397661193542462,17.730964435004093,1.4268426826644114,17.726700991745783,1.3091013804834486
2011-07-27,22.21169403998704,12.211694039987036,17.211694039987037,0.0,16.203320440285218,2011,7,27,208,2,18,-0.4227806579826773,-0.9062320427107697,18.561503931414915,18.20516468024036,19.79350679515822,17.80123458365164,19.235714303029948,18.794241773413376,0.7514290226754525,17.75996908272681,1.4401997744575694,17.773078932838512,1.285167013560745
2011-07-28,23.464926953911917,13.464926953911911,18.464926953911917,0.0,9.151897659125693,2011,7,28,209,3,19,-0.4383067230125192,-0.898825465016444,17.211694039987037,18.561503931414915,18.20516468024036,18.790797006731413,16.523957728602845,18.710021695747002,0.8996866450782874,17.615396206795175,1.3810376035483931,17.743532359530537,1.2555806159057823
2011-07-29,23.220828537517733,13.220828537517733,18.220828537517733,0.0,17.50752776602201,2011,7,29,210,4,20,-0.45370308603134424,-0.8911529104063088,18.464926953911917,17.211694039987037,18.561503931414915,18.626374986930774,15.405703965515464,18.663468831058506,0.9032342768378703,17.75403686574582,1.3603113472123023,17.779602089249607,1.2326923453510146
2011-07-30,22.88011770797842,12.88011770797842,17.88011770797842,0.0,10.038935406212603,2011,7,30,211,5,21,-0.46896519100763184,-0.8832166493127127,18.220828537517733,18.464926953911917,17.211694039987037,19.7811104297663,16.33967736210254,18.6055336239995,0.9188808420939645,17.955117192317413,1.1829874628330574,17.80061287250047,1.2053316600179993
2011-07-31,22.037815464795997,12.037815464795994,17.037815464795994,0.0,11.707234861593626,2011,7,31,212,6,22,-0.48408852163897587,-0.8750190302029955,17.88011770797842,18.220828537517733,18.464926953911917,19.79350679515822,16.4606641864921,18.333963235172657,0.7846491895693213,18.06514864559426,1.0890876058400014,17.80422672865856,1.176405378638066
2011-08-01,23.72324158070764,13.72324158070764,18.72324158070764,0.8877114646391651,8.173261676074247,2011,8,1,213,0,23,-0.4990686026885319,-0.8665624788845385,17.037815464795994,17.88011770797842,18.220828537517733,18.20516468024036,16.904167598359066,17.94029304512091,0.5998533450714093,18.106373736901684,1.0331692668769774,17.77090449979497,1.160414690893212
2011-08-02,23.24082687625713,13.240826876257136,18.24082687625713,3.9644791611079184,14.217292627077942,2011,8,2,214,1,24,-0.5139010013093103,-0.8578494977869301,18.72324158070764,17.037815464795994,17.88011770797842,18.561503931414915,16.20998960017976,18.01430403090195,0.6662647443937911,18.236307592783724,0.9835403312976998,17.810585211499664,1.1514362696220304
2011-08-03,22.564252825860223,12.564252825860224,17.564252825860223,2.1522564587824187,20.32236630033655,2011,8,3,215,2,25,-0.5285813283559292,-0.8488826652214553,18.24082687625713,18.72324158070764,17.037815464795994,17.211694039987037,17.80123458365164,17.96849302302227,0.632540721611197,18.381367398217822,0.7929998321561522,17.82779487808996,1.1304724249090654
2011-08-04,22.171163674508016,12.171163674508016,17.171163674508016,0.9438344257417854,16.1334749458159,2011,8,4,216,3,26,-0.5431052396834317,-0.8396646346181327,17.564252825860223,18.24082687625713,18.72324158070764,18.464926953911917,18.790797006731413,18.018858563861293,0.5735205909306835,18.364440129804148,0.8087095241278064,17.817658645311898,1.1088374592016637
2011-08-05,22.945820648345823,12.945820648345826,17.945820648345826,1.955185320888204,12.790895467517483,2011,8,5,217,4,27,-0.5574684374327892,-0.8301981337405212,17.171163674508016,17.564252825860223,18.24082687625713,18.220828537517733,18.626374986930774,17.834035238232165,0.6129229416337614,18.248752034645335,0.8574066643348506,17.793714387133974,1.0943998825841121
2011-08-06,23.27574242631575,13.275742426315752,18.27574242631575,0.0,15.545731590505945,2011,8,6,218,5,28,-0.5716666713027052,-0.8204859638785327,17.945820648345826,17.171163674508016,17.564252825860223,17.88011770797842,19.7811104297663,17.794748396921893,0.5924708044181011,18.200141010460694,0.8536341466340907,17.79914675360583,1.0743266400272307
2011-08-07,23.55074949503203,13.55074949503203,18.55074949503203,0.0,15.518069860671083,2011,8,7,219,6,29,-0.5856957398073508,-0.8105309990194823,18.27574242631575,17.945820648345826,17.171163674508016,17.037815464795994,19.79350679515822,17.851266213827223,0.6201931710060258,18.092614724499942,0.724163760207957,17.815581087147546,1.0586735231064481
